Gene	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D3
410334	14	4	7	16	9	14	4	10	14	5	13
100578168	3545	1260	2926	3405	3591	3951	1666	1769	3513	1370	2637
552648	1057	568	1295	958	1092	1246	643	731	1069	501	725
551649	1	1	3	4	5	5	5	1	8	4	1
724234	2564	1268	2914	2276	2494	2991	1527	1872	2710	1229	1812
552618	3077	1438	3166	2581	2889	3106	1882	2009	2842	1482	2225
409242	0	0	0	0	0	0	0	0	0	0	0
100578933	1	1	2	3	3	4	0	2	0	0	2
724685	9929	4288	10440	8683	9111	10707	5117	5547	8997	3807	5918
100577326	56	13	32	27	31	33	18	11	42	20	41
724297	0	0	0	1	0	1	0	0	1	0	0
725422	211	74	193	176	169	276	71	125	211	41	135
100577400	140	52	122	116	96	139	66	65	116	52	79
100576382	26	11	25	12	21	24	7	18	29	13	18
100578897	32	3	14	18	20	15	14	14	16	13	19
724826	0	0	0	0	0	0	0	0	0	0	0
727229	4050	1389	3966	3470	3322	4140	2127	1899	3721	1739	2413
725742	321	154	385	276	308	366	243	256	318	181	246
726167	5727	2532	5825	5240	5418	6435	2977	3135	4988	2450	3690
552316	3222	1784	3767	3007	3616	4127	1685	1908	3251	1364	2246
725196	438	166	333	359	389	403	212	242	323	156	196
410167	2681	1032	3282	2365	2682	4157	1465	1239	3002	1180	2056
726461	22212	6739	18429	20745	20117	22022	10184	12423	18767	8380	12958
408353	4555	2118	4761	3857	4246	5103	2524	2691	4323	1957	2679
552474	1010	428	1043	876	963	1173	547	644	879	468	653
100577422	30	22	52	28	62	59	20	34	53	21	45
412448	0	0	0	0	0	0	0	0	0	0	0
409083	2412	1203	2850	2252	2550	2927	1477	1474	2526	1150	1848
408519	10299	3895	10013	9416	10898	11359	5245	5905	10648	4375	7507
726687	0	0	0	0	0	0	0	0	0	0	0
725310	2852	1341	2905	2420	2628	3331	1535	1710	2626	1145	1683
551896	935	437	1088	804	991	1078	520	619	1004	429	588
732491	0	0	0	0	0	0	0	0	0	0	0
100577921	0	0	0	0	0	0	0	0	0	0	0
725124	1381	679	1516	1250	1285	1569	706	780	1264	607	954
410105	3018	1493	3309	2685	2979	3694	1704	1847	3113	1418	2108
408321	4599	1951	4706	3884	4262	4742	2252	2733	4249	1811	2820
411330	96	89	205	125	139	133	68	69	259	52	76
551653	5794	2477	6515	4911	5939	6862	2906	4101	6149	2612	3830
410676	1779	883	1932	1580	1772	2052	998	1174	1768	845	1239
100577849	51	16	50	35	34	63	85	86	111	49	68
100578936	61	38	73	46	65	84	53	42	98	33	60
100576585	301	174	347	286	343	364	166	219	343	132	195
413103	5337	2478	5923	4159	4835	5503	2677	3022	5385	1902	3271
726435	2184	962	2283	1855	2026	2516	1207	1225	2093	943	1484
412424	0	0	1	0	1	0	0	0	1	0	0
410643	0	0	0	0	0	0	0	0	0	0	0
100576335	2658	929	2053	2473	2098	2175	1165	1637	1995	816	1065
727164	0	0	0	0	0	0	0	0	0	0	0
413365	2219	997	2327	1786	1934	2421	1214	1204	1962	889	1373
410087	4921	2845	7527	5114	10843	13138	3645	1884	6441	6428	11676
727260	2401	966	2495	1966	2112	2322	1429	1698	2159	1114	1604
410552	157	53	121	135	120	144	67	72	107	37	54
100577801	548	255	554	520	554	706	277	310	589	225	322
100576625	2406	1200	2705	2179	2477	2693	1493	1721	2515	1161	1873
409185	8760	3585	8732	7654	9299	9556	3990	4325	8216	3486	5617
100577169	0	0	0	3	1	1	0	0	1	0	1
725368	2636	1285	2888	2222	2580	2821	1509	2010	2795	1251	1843
725574	347	140	332	329	289	331	141	142	244	121	186
100576851	3672	1630	3977	3375	3720	4506	1943	2068	3641	1750	2448
100578886	7	5	6	2	6	8	3	3	8	3	6
552703	4106	2139	4682	3698	4502	5163	2527	2675	4332	2217	3178
724935	2835	1340	3002	2465	2906	3205	1532	1739	2895	1241	1855
724912	6110	2843	6640	5372	6352	7339	3543	3911	6427	2872	4319
725679	6531	2420	6006	5293	5911	6569	3261	3375	5775	2574	3718
411276	1689	643	1669	1615	1797	1941	897	921	1874	741	1240
725510	55	29	67	55	96	88	43	39	78	20	43
409706	7816	3755	8509	6931	7131	8725	4336	4693	7334	3420	5093
411340	5	1	8	6	8	6	8	2	3	6	4
725970	124710	36281	101860	113818	112698	117347	59876	73018	110705	47421	75642
724633	282	122	276	238	265	334	165	203	307	155	186
411711	2045	816	1832	1737	1896	2087	1055	1084	1785	904	1304
100578961	10	5	10	9	20	15	8	11	13	8	6
412348	1337	635	1475	1106	1292	1592	735	793	1363	618	891
725348	1811	902	2131	1554	1876	2084	1146	1261	2142	898	1375
724842	732	406	950	650	777	826	515	722	932	430	618
409176	33	13	19	26	30	41	14	18	21	19	32
726241	13232	5995	13991	11326	13209	14362	6939	8987	12685	5674	8420
551792	9564	3554	9202	7715	8921	9772	4277	4682	8196	3444	5694
408523	4551	1919	4901	3890	4305	5260	2393	2475	4307	1935	2925
725109	1925	583	1783	1820	1944	1817	1170	1295	1861	893	1376
410360	1866	827	1843	1501	1741	2078	1009	1244	1696	792	1155
724469	182	53	190	177	219	196	99	84	193	72	147
551708	3176	1582	3507	2944	3438	3678	1866	1965	3191	1583	2511
410821	31602	13089	34919	27101	29610	37189	12445	14543	27525	12098	17640
725878	6297	2543	6016	5519	6485	6951	3038	3141	6025	2670	4017
551671	36	20	77	37	73	55	30	57	65	29	74
100578647	0	0	0	0	0	0	0	0	0	0	0
409278	0	0	0	0	0	0	0	0	0	0	0
725387	138	40	107	153	154	166	138	83	133	86	149
100578807	38	19	40	44	54	56	19	25	50	17	28
100577317	12	13	15	16	33	23	5	20	26	3	14
726426	0	0	0	0	0	0	0	0	0	0	0
409837	4240	2191	4860	3790	4566	5186	2486	2771	4358	2113	3130
410208	3746	1629	3728	3109	3542	4034	1909	1846	3449	1743	2401
100577240	14	7	18	11	16	32	6	11	28	8	18
409800	0	0	0	0	0	0	0	0	0	0	0
100578187	491	246	729	395	661	650	266	428	656	225	359
408567	3131	1479	3557	2655	3072	3727	1787	1759	3503	1342	2158
410964	631	297	692	504	588	750	336	365	678	277	475
408930	1432	561	1469	1345	1404	1765	642	625	1522	524	897
552399	6283	2757	6502	5268	6484	6975	3231	3499	6024	3063	4399
551241	4573	2209	4939	3942	4651	5411	2383	2702	4423	1947	3050
724316	107	45	122	63	74	110	77	90	173	52	69
725429	1326	675	1623	1200	1277	1513	837	913	1484	582	1075
406076	23496	10355	25213	21779	23763	27903	13123	12741	23634	10895	15637
100576651	48	26	66	39	37	55	33	34	61	25	27
411693	4265	1494	3737	3368	4080	4054	1941	2049	4193	1565	2431
725523	0	0	0	0	0	0	0	0	0	0	0
411976	0	0	0	0	0	0	0	0	0	0	0
100576599	11	1	4	9	4	8	2	3	4	1	4
100579026	32	14	45	31	33	43	20	22	42	6	21
100577687	5144	2151	5053	4271	5020	5858	2714	2980	4670	2232	3253
100576402	6270	2662	6381	5539	6073	6509	3449	3982	6176	2945	4214
100578178	67	24	50	51	36	73	43	31	75	23	35
100578637	6	1	3	3	4	3	3	2	0	0	3
726172	7119	3175	7515	6252	6760	8304	4546	4239	7180	3721	4625
100577519	697	358	871	641	715	793	458	551	854	368	560
411812	25245	10696	25109	20819	22218	25014	11328	14093	20575	9775	13681
411207	708	246	679	675	735	887	337	366	780	328	495
727331	8028	3451	8516	6985	7839	8954	4612	4971	7765	3742	5356
724552	387	221	351	316	353	395	188	194	436	138	236
552824	2227	974	2360	1838	1945	2360	1212	1274	2071	1006	1425
100577657	1312	538	1354	1211	1072	1600	619	815	1290	485	789
100576881	38	15	44	47	37	29	21	25	43	17	18
406102	18	5	10	10	17	19	6	3	13	7	8
100577783	66	15	50	56	63	102	34	32	111	18	44
411365	6637	2731	7319	6011	7320	8468	3059	3326	6670	2687	4830
411839	1244	603	1304	1067	1321	1418	679	826	1183	534	864
408462	4202	1028	3880	3715	3722	3849	2111	2054	3967	1756	2827
411068	16864	6807	16504	14912	15702	17942	8715	9529	15755	7248	10722
100576394	201	97	239	201	251	284	147	220	259	150	216
725945	4	2	4	6	2	3	3	2	5	3	2
551804	2848	1065	2754	2532	2707	2955	1272	1242	2522	1265	1741
409586	2447	1160	2783	2108	2255	2567	1365	1595	2283	1008	1407
413503	1592	537	1486	1413	1385	1513	774	759	1463	566	932
409648	3860	1117	2281	1975	2128	2652	4641	4182	4925	2436	1908
413173	1857	891	2128	1838	1832	2118	1082	1189	1843	921	1356
410496	9	1	10	7	7	5	2	11	10	6	6
100576715	0	0	2	0	1	1	0	1	0	2	0
411832	31957	13509	31385	24510	27775	31203	17378	20181	29348	13920	19595
411718	0	0	0	0	0	0	0	0	0	0	0
552564	8607	3397	8424	6634	7126	8674	4445	5202	7601	3527	4936
409743	9603	4304	9663	8221	9457	10754	5129	5702	9299	4498	6458
551205	10413	5267	11768	8961	10256	12632	5949	5597	10598	4834	7240
413533	1295	603	1432	1132	1201	1440	779	817	1312	561	931
552047	1016	543	1326	921	1064	1218	702	750	1066	515	784
413226	489	275	666	488	645	704	360	309	662	311	487
100577628	2	0	0	2	0	1	1	0	2	0	0
551916	4035	1724	4123	3037	3741	4230	2223	2230	3837	1878	2703
100577619	3284	1213	3177	2877	3683	3501	1584	2345	3395	1262	2038
100576310	1	0	2	1	1	1	1	0	1	1	0
726498	484	246	542	443	436	527	284	317	472	219	360
552589	156	28	141	177	192	128	91	106	156	67	125
410771	6929	2489	6509	6029	6700	7365	3164	3407	5950	2773	4238
100578384	0	1	0	1	0	0	0	0	2	0	0
410255	3268	1568	3614	3099	3452	3793	1937	2088	3218	1676	2269
411657	321	176	418	253	383	506	164	191	411	131	231
726699	88	36	103	95	94	116	57	46	116	21	57
408869	61348	23533	59779	53339	55473	68793	29319	31917	53179	23428	34070
100577719	1742	510	1326	1316	1352	1446	682	927	1124	528	726
551130	1743	572	1463	1488	1574	1580	903	837	1638	728	1097
550827	35190	15931	36686	32172	32447	39554	18479	19878	31954	15884	22760
409511	3495	1867	4145	2973	3691	4370	1618	1659	3196	1574	2394
411057	279	151	367	301	326	449	127	150	333	112	217
410622	2181	1025	2349	1945	2249	2575	1290	1332	2076	1111	1550
411923	4212	2119	4800	3907	4542	5083	2524	2626	4637	1920	3117
727524	0	0	0	0	0	0	0	0	0	0	0
100578494	16	8	21	28	14	27	11	15	19	11	7
413205	1	1	2	3	4	1	1	1	2	1	0
552018	11557	5544	11764	10583	11158	13319	6972	7565	11345	5341	7833
725687	2331	1094	2850	2153	2620	2799	1452	1687	2619	1123	1701
411349	5686	2565	5627	4916	6133	6761	2813	2990	5301	2707	4017
551795	2460	1119	2733	2278	2542	2862	1265	1516	2495	1035	1754
100577948	4	2	2	6	3	6	1	2	7	1	3
726902	4802	2214	5136	3970	4395	5160	2504	2980	4494	1868	2843
410837	1305	670	1482	996	1202	1441	764	849	1288	570	935
725044	512	228	584	430	483	598	306	311	479	246	318
552205	47	27	46	25	22	57	16	23	31	13	31
725992	3953	1734	3838	3358	3443	4137	1968	2541	3534	1610	2285
411639	110	51	151	150	169	145	61	120	124	47	63
551146	10410	3699	9480	8978	9745	10602	5407	5670	9357	3787	5758
100578532	7	1	7	2	4	12	0	2	2	1	5
409353	2417	1116	2564	2082	2513	2808	1321	1447	2324	1176	1627
410306	2811	1329	3136	2395	2605	3407	1577	1728	2793	1219	1786
100577668	304	136	223	239	161	181	102	68	166	65	79
410933	583	248	609	480	531	636	290	365	570	255	362
409403	4032	1831	3916	3237	3492	4201	2183	2479	3404	1845	2497
100576847	22	15	21	18	32	25	13	24	23	10	13
410120	2251	1105	2457	1805	2254	2674	1236	1340	2327	892	1365
100577145	2398	1130	2839	2148	2363	2915	1374	1458	2434	1067	1640
412295	227	240	359	176	447	360	291	270	224	80	120
408364	1463	652	1440	1463	1179	1519	700	677	1051	492	785
412357	2733	1228	2901	2501	2790	3120	1649	1705	2802	1323	1842
100576913	9	4	13	7	10	15	5	11	8	7	8
552549	3068	1452	3315	2744	3244	3488	1635	1689	3082	1393	2261
727028	83	40	115	81	80	136	52	35	87	33	65
410328	3350	1470	3556	2816	3199	3644	1809	1818	3066	1547	2131
413200	4421	1651	4107	3617	4045	4523	2314	1969	3956	1846	2635
413247	57	22	50	47	52	68	24	22	48	22	15
724646	2053	1022	2469	1772	2096	2322	1318	1558	2139	1045	1558
100577724	734	403	897	678	847	907	385	530	815	340	549
726053	0	0	0	0	0	0	0	0	0	0	0
411785	5031	2149	5136	4296	4596	5211	2682	2802	4624	2150	3092
410317	3147	831	2564	2882	2842	2608	1582	1588	2911	1263	2104
413740	171	96	177	122	151	190	87	110	171	48	76
100578132	2431	1175	2614	2115	2630	2821	1407	1420	2533	1160	1689
100577875	69	39	88	84	78	90	30	44	76	32	50
100578896	1	5	5	6	5	6	1	3	5	1	4
413036	5412	2100	5249	4940	5252	5537	2887	3280	5280	2391	3544
725405	1769	958	2337	1536	2013	2309	1112	1361	2247	800	1556
410269	6003	2394	5964	5370	5631	5808	3142	3742	5786	2483	3780
100577768	0	0	0	0	0	0	0	0	0	0	0
552496	1623	827	1869	1437	1694	1866	948	1116	1799	750	1203
100577648	683	348	817	572	719	770	484	499	775	317	593
724309	3	0	3	6	0	19	1	0	6	0	3
725999	7031	2715	6676	5932	6356	8484	3713	3813	6037	3474	4757
724462	1	0	3	5	2	0	3	3	1	0	0
409795	1082	372	946	902	1001	1098	509	579	1100	437	808
100576982	89	45	107	83	73	121	72	51	105	53	75
724559	1880	818	1928	1469	1718	1923	938	1045	1677	725	1169
100578204	18	14	12	12	21	24	9	14	23	8	19
411937	111	61	127	101	122	130	72	67	136	67	81
725706	5359	1935	4616	4652	4823	5055	2833	3154	4622	2451	3256
552625	2494	1133	2562	2221	2500	2774	1424	1397	2441	1143	1714
411916	129	59	122	110	135	106	68	87	154	47	81
726159	5138	2413	5729	4654	5287	5980	3032	3032	5489	2510	3694
100578119	850	335	918	654	791	884	485	569	840	354	604
725159	6	10	9	8	11	15	6	15	18	3	9
411894	59	39	56	42	87	157	24	40	124	41	125
726782	1947	868	2104	1693	1907	2292	1102	1255	1998	843	1239
726525	2286	1230	2645	2069	2755	2917	1289	1828	2498	1143	1612
410235	981	245	679	732	735	700	724	596	881	485	567
100576359	1745	876	2024	1525	1694	2157	975	967	1611	746	1141
724175	156	51	123	100	91	149	71	60	104	46	78
725301	364	171	418	350	384	417	253	288	418	191	288
552830	11524	5542	12645	10013	11879	13290	6847	6703	11491	5698	7809
100576963	2828	1072	2652	2443	2741	3217	1387	1398	2420	1284	1924
100576102	81	32	101	85	78	106	57	34	96	32	67
100578909	6173	2817	6617	5465	6253	7110	3503	3972	6837	2771	4157
412235	0	0	0	0	0	0	0	0	0	0	0
100578516	67	53	98	96	135	106	66	74	96	31	63
551741	243	119	282	204	245	210	164	186	251	132	138
100577126	915	312	1205	758	841	1230	427	423	1199	379	730
410451	6400	2706	6736	5094	5874	7026	3296	3668	5617	2385	3492
551875	2916	1370	3043	2457	2628	3206	1557	1783	2749	1220	1789
551250	5058	1849	5265	4216	4553	5865	2301	1757	4773	1972	3403
100577331	0	0	0	0	0	0	0	0	0	0	1
100577973	3	2	6	3	13	5	1	1	5	4	2
100577092	40544	14451	37668	35387	32957	40008	19300	23549	31648	15048	21460
100577808	18	8	13	15	27	21	5	2	11	15	12
408622	6049	2821	6149	5438	7011	7339	2733	2466	5867	2065	3778
807691	45	19	48	49	36	63	48	21	91	37	19
551268	11	18	7	17	5	16	8	2	8	3	4
410024	8506	3401	8098	6765	7083	8468	4550	5124	7397	3369	4684
408773	967	454	1057	768	942	1150	564	582	971	382	644
409192	17523	6750	16208	15047	16669	16681	9523	11796	16060	6956	9837
732513	0	0	0	0	0	0	0	0	0	1	0
100576989	376	153	386	296	356	427	190	275	369	191	178
409675	156007	69689	157260	134355	152660	177721	78198	74789	129433	66266	94195
408541	3931	1730	4069	3402	3441	4518	2053	2247	3621	1621	2399
551864	2906	1321	3114	2458	2772	3192	1546	1652	2654	1282	1871
410724	952	275	799	783	756	844	424	441	753	340	458
100576553	315	87	197	253	236	251	200	149	251	143	158
412240	1951	910	2130	1736	1917	2092	1240	1364	2092	941	1272
100577343	4175	1371	3659	3682	4132	4201	1892	2026	3808	1571	2410
726582	5219	1794	4604	4505	5127	5364	2608	2530	5002	2188	3346
410118	1258	655	1425	1164	1322	1534	766	873	1325	614	972
724227	0	0	0	0	0	0	0	0	0	0	0
411164	1812	858	2086	1649	1712	2078	1079	1228	1870	832	1282
411918	11780	5466	12466	10188	11697	12854	6142	6475	11070	4999	7544
413045	59	19	63	45	38	86	27	29	54	28	26
551661	125	44	102	120	92	120	79	75	65	44	79
726486	3331	1426	3299	2757	2909	3377	1719	1870	2830	1360	1843
100577441	7	3	6	3	3	10	2	0	3	1	5
726119	446	129	399	365	367	431	184	192	426	153	184
100578704	281	170	380	278	309	352	226	286	372	172	311
408942	4869	1705	4721	4119	4479	4950	1922	2085	3985	1621	2692
726922	2490	1092	2641	2112	2393	2898	1380	1521	2404	1100	1647
410222	180	45	143	180	183	219	129	150	178	102	167
408815	2991	1375	3310	2508	2852	3166	1577	1675	2868	1243	1942
410080	6289	2918	7077	5653	6333	7482	3496	3992	6364	2705	4055
100578545	8	0	2	2	3	4	2	3	2	1	3
551822	8623	3554	9014	7431	8287	9744	4463	5009	8125	3470	5300
100578323	550	236	642	444	772	605	251	315	785	189	357
411184	106	15	34	45	58	50	28	49	62	8	35
409530	0	0	0	0	0	0	0	0	0	0	0
409734	2011	1016	2163	1820	2130	2420	1160	1229	1985	884	1346
410635	4437	1848	4554	3723	4175	4906	2143	2311	3879	1684	2733
411649	890	441	920	751	820	930	580	566	902	404	678
100577570	102	48	127	98	144	118	65	47	136	39	108
727300	1153	573	1254	1024	1106	1396	599	833	1240	539	814
408826	3879	1398	3368	3269	3552	3790	2164	1833	3771	1591	2573
410157	1212	559	1414	1100	1142	1281	632	688	1286	440	715
100578040	2591	1129	2659	2188	2598	2709	1523	1940	2789	1248	1839
727394	0	0	0	0	0	0	0	0	0	0	0
551115	35678	11837	27968	30032	33931	33635	16129	18804	28486	12395	18633
409228	0	0	0	0	0	0	0	0	0	0	0
408451	350	124	279	264	237	237	170	193	221	140	185
100577121	1766	813	1877	1741	1758	2193	1031	896	1878	895	1181
552582	3089	1401	3337	2689	2965	3570	1652	1812	2977	1378	1997
410073	2624	1145	2938	2296	2584	3056	1393	1676	2992	1137	1738
551259	12088	3116	9117	9792	9435	9147	5141	6145	9928	3916	7293
551406	271	119	306	244	287	343	178	191	341	172	234
724138	6881	2723	6163	6355	6451	6538	3302	3966	5916	2733	4156
100577431	15	7	11	7	22	10	10	15	10	4	8
726982	236	109	243	209	239	282	139	143	235	124	182
412254	3900	1605	3782	3443	3639	4195	2250	2628	4028	1754	2555
552759	3515	1552	3640	3071	3352	3883	1918	2040	3259	1515	2215
413332	10074	3944	8517	8982	9692	9223	6805	7786	10722	5161	6475
100577372	0	0	0	0	0	0	0	0	0	0	0
413305	5183	2621	6279	4384	5406	5989	3075	3549	5760	2305	3532
551578	2747	1308	2930	2374	2670	2979	1590	1801	2697	1339	1855
411376	143	64	189	97	118	192	91	80	137	56	93
100576961	95	41	918	55	89	591	43	50	335	36	529
100578447	5	6	12	9	11	11	6	4	13	8	3
408837	7891	3962	9389	7077	8033	9403	4524	5050	8406	3584	5401
100577310	802	283	804	765	840	827	521	446	803	449	590
726551	823	411	1011	802	844	941	534	534	1038	414	718
100578767	810	348	868	690	794	949	422	457	822	377	510
726458	1662	583	2025	1429	1888	2228	754	654	2134	592	1114
408515	6839	2833	6803	5412	5905	7346	3786	4086	6368	2825	4088
724259	819	268	794	499	709	763	375	360	687	293	412
727290	19	8	31	5	9	57	4	7	46	5	52
724375	2581	1142	2574	2369	2774	2955	1387	1440	2589	1224	1797
727651	0	0	0	0	0	0	0	0	0	0	0
552104	2679	1491	3308	2426	2934	3510	1648	1986	3240	1447	2263
100576734	221	89	203	177	205	248	171	216	229	95	192
409247	2434	1116	2910	2287	2678	3096	1454	1575	3042	1160	1829
100578671	73	25	82	30	67	107	39	45	82	22	51
411996	1766	772	2005	1435	1791	1862	1201	1135	2148	979	1532
409331	1173	544	1246	999	1075	1325	656	768	1197	557	781
408270	19068	9577	21610	18228	20451	24737	10388	10956	18964	9459	13918
726559	0	0	0	0	0	0	0	0	0	0	0
725207	3998	1966	4314	3536	3947	5004	2254	2417	3882	1826	2813
409003	1350	422	1272	1154	1186	1373	640	656	1100	466	763
100576639	192	47	144	153	257	296	146	208	274	112	187
100578162	668	358	691	588	786	806	314	481	778	252	486
552542	2818	1207	2819	2422	2798	3062	1469	1515	2715	1178	1804
100577300	1685	800	1808	1432	1653	1898	935	1101	1857	696	1210
100578191	349	156	342	301	376	422	179	220	284	138	237
726524	65210	23307	52473	57947	55573	57195	34719	46557	59126	27744	35820
100577362	7	2	3	5	29	6	13	4	17	7	2
413556	4496	2473	5782	4315	5216	6199	2187	2545	5562	2059	3674
408634	4724	2115	5000	4096	4471	5480	2456	2520	4462	2037	3053
100577894	948	515	1513	690	1920	1872	482	1096	1875	345	1327
724917	63	28	74	43	61	65	39	54	72	26	41
408862	4322	1805	4483	3922	4002	4887	2090	2234	3775	1898	2719
551684	17753	7945	18316	13921	15036	18824	11365	13041	16402	8014	10924
408916	17922	6783	17386	15290	16654	18801	8566	9421	14789	7073	10401
100576313	15	7	6	7	15	9	7	8	9	6	2
727599	0	0	0	0	0	0	0	0	0	0	0
727358	0	0	0	0	0	0	0	0	0	0	0
552409	566	269	581	423	532	562	292	365	552	245	366
411391	878	422	962	759	820	1000	471	591	865	413	642
100578626	1122	582	1176	1041	1477	1263	661	866	1421	479	679
412961	3887	1553	3623	3227	3975	4362	2174	1752	3718	1948	2841
411140	799	296	766	602	599	666	329	411	660	270	410
100578426	7	4	10	4	6	7	1	3	4	1	1
726328	1483	677	1537	1247	1512	1683	876	980	1510	833	1010
550968	3277	1702	3883	2844	3770	3916	1954	1902	3486	1476	2182
100315663	0	0	0	0	0	0	0	0	0	0	0
411465	4528	2649	5409	3946	5588	5539	2441	3037	4571	2003	3225
552191	4021	1828	4420	3396	3971	4606	2133	2484	3998	1659	2588
100576298	231	124	333	201	244	278	170	177	305	121	211
412478	2643	1176	2661	2125	2360	2900	1352	1560	2307	1068	1588
406142	10694	2187	6383	1186	22143	14349	45795	55742	48813	16486	10996
100577507	8	15	17	10	30	27	8	25	26	4	13
100576944	101	46	87	104	75	132	63	77	77	72	84
551765	903	318	956	723	878	1282	358	440	928	316	614
411627	2976	1488	3498	2794	3360	3431	1809	1659	3228	1443	2102
408421	70876	34618	94111	67863	78205	95592	29129	34341	71869	28950	47892
726268	6581	3025	7139	5229	7459	8502	2810	5276	6968	2564	3661
410669	2650	1048	2842	2554	3047	3110	1367	1890	2740	1053	1599
410534	1306	394	1176	1104	1128	1287	504	592	880	403	570
100576645	586	299	690	513	585	647	371	410	647	281	462
408531	1994	1018	2125	1696	1864	2289	1152	1348	1916	929	1429
552652	952	523	1195	851	1016	1101	624	687	1108	477	718
100576321	2967	1194	2645	2650	2915	3027	1509	1674	2741	1345	1868
412166	0	0	0	0	0	0	0	0	0	0	0
411410	4900	2537	5630	4596	5409	6165	2909	2876	5450	2426	3561
410339	566	294	763	460	608	626	475	497	710	310	512
100576551	108	6	19	78	24	73	41	9	15	20	23
412169	7724	3432	8470	7053	7419	8565	4404	4766	7994	3674	5417
408526	25637	9738	24523	20683	20802	27873	12982	12715	21386	10532	14798
408573	2706	1368	2962	2432	2767	3396	1589	1807	2598	1424	1914
100578209	5820	2630	6077	4927	5421	6446	3001	3169	5555	2498	3751
551457	627	299	682	518	639	728	350	375	669	285	435
551371	1491	781	1728	1438	1618	1824	863	1035	1627	726	1115
552663	1809	950	2195	1641	2064	2239	1100	1093	2092	932	1575
552419	791	406	968	661	804	1344	382	559	1106	332	675
727049	0	0	0	0	0	0	0	0	0	0	0
726672	2909	1015	2425	2233	2131	2034	1551	1122	2176	1138	1254
409117	6472	2960	7295	5845	6492	7496	3701	4069	6579	3011	4530
727248	0	0	0	0	0	0	0	0	0	0	0
410561	518	257	567	484	523	594	315	327	444	245	370
408620	1928	819	2089	1682	1917	2267	1106	1159	1798	863	1160
410556	5435	2625	5847	4775	5599	6656	2853	3376	5106	2487	3692
408288	1493	632	1252	1165	1176	1643	796	735	1201	627	874
100577899	348	173	467	312	352	431	259	262	416	164	257
726362	1	1	2	3	1	1	0	0	0	2	0
725932	927	380	771	868	828	987	366	449	804	283	450
409113	5251	2451	5812	4723	5034	6260	3070	3403	5204	2395	3391
411607	1075	568	1288	964	984	1138	768	841	1229	516	894
410355	1556	739	1792	1422	1585	1834	932	1028	1570	717	1010
552651	9247	4374	10819	8878	9623	11460	5253	5568	10274	3838	6325
412788	23	16	18	15	30	30	12	14	23	5	13
550814	1119	501	1354	994	1135	1385	597	737	1172	495	794
100576519	5105	2207	5346	4219	4765	5863	2593	2677	4517	2256	3036
409197	2604	1241	2968	2368	2643	3163	1454	1580	2676	1251	1726
100577805	31	12	24	22	14	39	16	13	33	15	21
413931	10135	4696	11104	9154	10451	11500	5661	5685	10152	4885	6796
413820	6580	3009	6270	6639	6205	7007	3377	4572	5381	2704	3663
100578486	0	0	0	0	0	0	0	0	0	0	0
100576197	18	6	18	24	23	30	8	14	26	8	16
411030	1115	577	1253	1018	1118	1295	681	793	1156	566	804
494501	9	5	5	2	8	6	3	5	8	1	4
727134	4335	2089	4798	3995	5073	5833	2574	2496	4635	2465	3725
724390	689	274	541	507	621	672	316	392	603	243	344
551401	146	54	200	187	654	241	69	89	174	57	135
726860	6282	2318	5966	4848	5571	6535	3038	3354	5152	2381	3387
552597	360	161	383	294	330	409	183	207	324	136	243
726008	355	129	297	309	312	294	159	214	285	146	157
100577641	11	5	6	4	12	9	6	7	13	2	4
410784	1996	1024	2295	1618	2096	2344	1229	1527	2134	994	1462
552021	264	91	254	175	265	244	136	167	276	118	158
413607	4287	2114	5187	3776	4299	5031	2660	2915	4665	2009	3174
100578465	2	0	1	2	0	1	0	0	1	0	0
413816	7271	4273	8289	7046	8655	10326	4050	3674	7805	3364	5662
100191002	2677	1242	2749	2206	2532	2986	1614	1851	2686	1119	1685
411727	3673	1750	4292	3487	3866	4496	2236	2261	3808	1940	2818
411304	1571	767	1652	1366	1705	1940	883	967	1613	685	1043
726805	3136	1474	3502	2813	3196	3419	1824	2296	3054	1563	2279
725628	1661	862	1850	1369	1660	1888	1018	1226	1761	805	1184
725789	1656	815	1855	1498	1704	2129	993	960	1734	785	1231
410273	3543	1490	3250	3069	3510	3504	1965	2178	3105	1696	2318
100577059	0	0	0	0	0	0	0	0	0	0	0
100576745	654	227	773	517	547	1061	183	277	571	109	418
724651	5661	1709	4261	5378	4348	5151	2628	2211	4180	2168	3273
412278	0	0	0	0	0	0	0	0	0	0	0
409351	4295	2154	5074	3977	4553	5045	2465	2542	4778	2169	3191
413789	6364	2375	5817	5407	5676	6786	3106	2912	5597	2599	3881
726133	4339	1825	4364	3938	4077	4751	2431	2664	4041	1959	2733
725578	2222	884	2262	1818	2157	2268	1016	1149	1831	820	1275
551967	44	22	56	38	49	48	26	28	57	10	39
552641	930	412	967	796	903	1035	499	515	843	394	585
552772	617	325	802	526	642	771	517	510	865	334	508
411468	6657	2963	7220	5939	6296	7826	3715	3976	6685	2952	4591
412351	820	409	1149	814	802	943	589	630	945	403	626
100577675	1283	716	1824	1412	1986	1670	1009	732	2360	645	977
410340	2445	1216	2607	2236	2507	2922	1355	1412	2348	1191	1630
100576179	7	2	6	4	3	6	3	6	1	0	1
503862	325	184	339	332	282	392	127	238	410	111	170
411166	282	70	209	304	170	217	131	100	196	112	165
409388	0	0	0	0	0	0	0	0	0	0	0
